l_R,d_R,k_d,CT,CT_ratio
0.31,1.9300000000000013,4.8670546971530095,0.0077864867298699,1.019591877737753
0.31,1.9400000000000013,4.8670546971530095,0.0077842960220671,1.0193050182130765
0.31,1.9500000000000013,4.8670546971530095,0.0077821262237139,1.0190208966504255
0.31,1.9600000000000013,4.8670546971530095,0.0077799770735323,1.0187394788370756
0.31,1.9700000000000013,4.8670546971530095,0.0077778483146467,1.0184607311367688
0.31,1.980000000000001,4.8670546971530095,0.0077757396944793,1.0181846204760177
0.31,1.990000000000001,4.8670546971530095,0.0077736509646431,1.0179111143300932
0.31,10.0,4.8670546971530095,0.0074845299938979,0.9800525262810533
0.32,0.3,5.011870937563452,0.0095372945141897,1.2488492383808536
0.32,0.31,5.011870937563452,0.0094780208103907,1.2410877165220853
0.32,0.32,5.011870937563452,0.0094219730894665,1.233748617002297
0.32,0.33,5.011870937563452,0.009368913797526,1.2268008336209266
0.32,0.34,5.011870937563452,0.0093185996633948,1.22021251153482
0.32,0.35,5.011870937563452,0.0092708862168802,1.2139647332732144
0.32,0.36,5.011870937563452,0.0092255650633967,1.208030210864768
0.32,0.37,5.011870937563452,0.0091824701214218,1.202387196969858
0.32,0.38,5.011870937563452,0.0091414291732811,1.197013140758038
0.32,0.39,5.011870937563452,0.0091023488088258,1.1918958107528634
0.32,0.4000000000000001,5.011870937563452,0.0090650493932816,1.1870116849009125
0.32,0.4100000000000001,5.011870937563452,0.0090294375468258,1.1823485356967547
0.32,0.4200000000000001,5.011870937563452,0.0089954290095337,1.1778953298287282
0.32,0.4300000000000001,5.011870937563452,0.0089628744848105,1.1736325178388154
0.32,0.4400000000000001,5.011870937563452,0.0089317056671688,1.16955115554942
0.32,0.4500000000000001,5.011870937563452,0.00890183702527,1.16564004316516
